playerName,saves,penaltiesSaved,punches,highClaims,catches,sweeperClearances,throwOuts,goalKicks,cleanSheets,goalsConceded,errorsLeadingToGoal,ownGoals,yellowCards,redCards,fouls,goals,assists,passes,passesPerMatch,accurateLongBalls,tackles,tackleSuccess,lastManTackles,blockedShots,interceptions,clearances,headedClearance,clearancesOffLine,recoveries,duelsWon,duelsLost,successful5050s,aerialBattlesWon,aerialBattlesLost,bigChancesCreated,crosses,crossAccuracy,throughBalls,goalsPerMatch,headedGoals,goalsWithRightFoot,goalsWithLeftFoot,penaltiesScored,freekicksScored,shots,shotsOnTarget,shootingAccuracy,hitWoodwork,bigChancesMissed,offsides
Dovydas  Sasnauskas ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver  Norwood ,0,0,0,0,0,0,0,0,0,0,0,0,22,0,73,2,1,"4,267",43.99,412,156,54%,0,12,104,124,59,0,555,274,300,12,74,64,9,364,28%,4,0.02,0,2,0,2,0,43,13,30%,0,0,1
Ben  Osborn ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,1,2,"1,480",24.26,51,70,53%,0,8,26,45,22,0,218,154,175,30,25,48,6,131,23%,3,0.02,0,1,0,0,0,16,5,31%,0,0,6
Oliver  Arblaster ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,428,35.67,21,23,61%,0,0,15,8,1,0,52,61,47,17,9,15,1,7,0%,0,0,0,0,0,0,0,1,1,100%,0,0,0
Andre  Brooks ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,248,12.4,3,22,59%,0,3,14,14,2,0,45,54,67,12,11,14,0,8,0%,0,0,0,0,0,0,0,9,2,22%,0,1,0
Anis  Ben Slimane ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,136,9.07,2,11,55%,0,2,5,7,3,0,35,26,56,2,7,18,0,0,0%,1,0,0,0,0,0,0,8,3,38%,0,2,2
Vinicius  Souza ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,1,0,979,27.19,39,125,61%,0,4,32,75,49,0,153,220,152,17,67,41,0,10,20%,0,0.03,0,1,0,0,0,14,6,43%,0,0,2
Gustavo  Hamer ,0,0,0,0,0,0,0,0,0,0,0,0,9,0,50,4,6,982,27.28,42,39,54%,0,15,29,32,11,0,162,90,154,28,6,16,10,115,29%,5,0.11,0,3,1,0,0,49,15,31%,0,1,6
Tom  Davies ,0,0,0,0,0,0,0,0,0,0,2,0,31,0,163,6,5,"4,008",24.44,183,191,60%,0,34,141,103,53,0,574,561,636,101,96,151,7,54,20%,15,0.04,1,3,2,0,0,86,20,23%,3,6,10
James  McAtee ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,3,3,502,15.21,7,32,66%,0,8,11,15,4,0,97,106,161,34,13,31,4,36,25%,6,0.09,0,1,2,1,0,27,9,33%,0,2,1
Ryan  Oné ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Sydie  Peck ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Owen  Hampson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Rhian  Brewster ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,280,7,0,13,0,0,10,6,6,2,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,31,11,35%,1,2,5
Oliver  McBurnie ,0,0,0,0,0,0,0,0,0,0,0,0,9,2,76,13,4,"1,587",16.53,0,74,0,0,20,26,100,91,0,0,0,0,0,0,0,7,22,0,0,0.14,4,8,1,2,0,120,59,49%,3,25,13
William  Osula ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,90,4.29,0,2,0,0,6,2,9,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,21,8,38%,0,2,6
Daniel  Jebbison ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,38,7.6,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,1,0,0,0,4,2,50%,0,2,1
Cameron  Archer ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,4,1,348,8.92,0,18,0,0,16,1,9,3,0,0,0,0,0,0,0,6,6,0,0,0.1,0,4,0,0,0,43,11,26%,1,6,14
Ben  Brereton ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,1,253,18.07,0,9,0,0,9,3,11,4,0,0,0,0,0,0,0,3,9,0,0,0.43,1,5,0,1,0,35,19,54%,1,5,11
Billy  Blacker ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Louie  Marsh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Fraser  Forster ,379,4,57,106,25,0,465,"1,099",45,189,8,0,6,0,1,0,0,"3,579",24.18,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon  Austin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie  Whiteman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guglielmo  Vicario ,110,0,15,30,2,0,193,201,7,61,0,0,2,0,0,0,0,"1,371",36.08,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson  Royal ,0,0,0,0,0,0,0,0,12,83,0,0,11,1,63,4,2,"2,946",37.29,71,162,64%,0,9,60,188,102,0,336,396,299,42,77,91,2,134,19%,4,0,0,3,0,0,0,0,0,0,0,0,2
Cristian  Romero ,0,0,0,0,0,0,0,0,18,108,2,1,23,2,101,6,1,"5,486",66.9,200,196,59%,5,7,121,269,156,1,510,461,268,27,190,95,3,3,0%,12,0,3,3,0,0,0,0,0,0,4,0,3
Ben  Davies ,0,0,0,0,0,0,0,0,76,300,1,0,39,0,245,10,19,"12,722",42.98,468,504,67%,2,40,337,842,438,3,981,"1,344","1,156",98,532,493,25,674,22%,10,0,3,1,6,0,0,0,0,0,3,0,11
Alfie  Dorrington ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro  Porro ,0,0,0,0,0,0,0,0,6,80,2,0,3,0,49,6,10,"2,343",46.86,92,116,68%,1,21,49,100,38,0,284,215,225,40,18,25,17,275,23%,21,0,0,6,0,0,0,0,0,0,3,0,2
Destiny  Udogie ,0,0,0,0,0,0,0,0,2,40,3,0,5,1,51,2,3,"1,214",43.36,7,68,49%,1,2,37,67,40,0,169,150,151,24,22,27,3,22,5%,0,0,0,0,2,0,0,0,0,0,0,0,3
Ashley  Phillips ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Micky  van de Ven ,0,0,0,0,0,0,0,0,5,38,0,0,5,0,13,3,0,"1,783",66.04,41,49,71%,4,1,18,71,34,1,144,119,84,15,38,41,0,3,0%,0,0,0,0,3,0,0,0,0,0,0,0,1
Radu  Dragusin ,0,0,0,0,0,0,0,0,1,7,0,0,1,0,6,0,0,369,41,6,5,60%,0,0,8,18,11,0,21,19,14,1,9,6,0,0,0%,1,0,0,0,0,0,0,0,0,0,0,0,1
Oliver  Skipp ,0,0,0,0,0,0,0,0,0,0,1,0,16,0,52,1,0,"2,156",28,67,94,56%,0,8,33,38,15,0,238,193,190,19,34,51,1,17,24%,5,0.01,0,1,0,0,0,17,5,29%,0,1,1
Pierre-Emile  Højbjerg ,0,0,0,0,0,0,0,0,0,0,3,0,41,2,299,12,15,"14,660",57.72,784,504,60%,0,64,340,327,173,0,"1,865","1,243","1,136",206,250,189,20,141,29%,42,0.05,0,10,2,0,0,240,73,30%,7,11,3
Ryan  Sessegnon ,0,0,0,0,0,0,0,0,6,91,0,0,6,0,58,4,8,"1,459",19.99,29,70,69%,0,15,35,86,37,0,245,199,291,47,45,70,14,147,18%,7,0,1,1,2,0,0,0,0,0,1,0,29
Pape  Sarr ,0,0,0,0,0,0,0,0,0,0,0,0,10,0,36,3,4,"1,467",32.6,28,41,73%,0,11,37,34,22,0,166,109,127,21,27,32,3,25,20%,6,0.07,0,1,2,0,0,38,14,37%,1,3,0
Rodrigo  Bentancur ,0,0,0,0,0,0,0,0,0,0,0,0,20,0,66,6,7,"2,651",45.71,81,104,59%,0,12,57,69,38,0,270,238,238,46,50,56,6,34,24%,12,0.1,0,4,2,0,0,47,16,34%,1,2,0
Yves  Bissouma ,0,0,0,0,0,0,0,0,0,0,2,0,42,3,208,3,2,"6,766",41.51,237,387,65%,0,36,217,210,125,0,849,836,665,200,118,111,5,26,19%,15,0.02,0,3,0,0,0,140,23,16%,2,4,3
Alfie  Devine ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Dejan  Kulusevski ,0,0,0,0,0,0,0,0,0,0,0,0,12,0,110,15,18,"2,264",26.95,31,119,51%,0,58,44,9,3,0,353,332,494,131,14,30,26,176,26%,24,0.18,1,3,11,0,0,126,44,35%,1,7,17
James  Maddison ,0,0,0,0,0,0,0,0,0,0,1,0,29,1,154,47,41,"7,211",37.75,333,263,54%,0,149,67,33,10,0,654,974,800,239,32,97,61,912,25%,88,0.25,0,35,12,2,8,447,155,35%,8,23,23
Giovani  Lo Celso ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,61,3,5,"2,168",28.16,85,109,62%,0,14,22,24,10,0,240,286,276,57,23,45,6,111,21%,11,0.04,0,0,3,0,0,55,16,29%,2,3,2
Mikey  Moore ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2.5,0,0,0%,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Tyrese  Hall ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Son  Heung-Min ,0,0,0,0,0,0,0,0,0,0,0,0,9,2,118,120,62,"7,570",24.98,0,201,0,0,174,105,62,26,0,0,0,0,0,0,0,83,718,0,0,0.4,4,70,46,3,1,668,311,47%,27,70,166
 Richarlison ,0,0,0,0,0,0,0,0,0,0,0,0,36,2,215,60,23,"4,295",18.84,0,310,0,0,143,91,208,145,0,0,0,0,0,0,0,36,259,0,0,0.26,15,27,17,4,0,510,177,35%,13,53,122
Jamie  Donley ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Bryan  Gil ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,257,10.71,0,7,0,0,1,4,5,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,7,3,43%,1,1,2
Manor  Solomon ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,2,284,11.83,0,24,0,0,5,8,3,1,0,0,0,0,0,0,0,1,9,0,0,0.17,1,2,1,0,0,18,8,44%,0,0,3
Brennan  Johnson ,0,0,0,0,0,0,0,0,0,0,0,0,9,0,55,13,13,"1,140",15.62,0,64,0,0,23,15,13,6,0,0,0,0,0,0,0,16,129,0,0,0.18,0,10,3,1,0,108,48,44%,4,24,31
Yago  Santiago ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Dane  Scarlett ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Timo  Werner ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42,12,12,"1,474",21.36,0,35,0,0,48,13,11,3,0,0,0,0,0,0,0,13,86,0,0,0.17,1,9,2,0,0,153,55,36%,9,28,50
Lukasz  Fabianski ,"1,164",11,193,435,129,0,"1,767","2,859",90,508,18,0,9,1,8,0,2,"8,987",24.83,"2,645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonse  Areola ,265,2,38,45,10,0,334,514,13,109,2,1,3,0,3,0,0,"1,670",22.88,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph  Anang ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob  Knightbridge ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben  Johnson ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,2,0,"1,599",23.17,84,84,55%,0,3,51,105,45,0,236,186,164,31,51,53,2,132,20%,0,0.03,0,1,1,0,0,17,5,29%,0,0,2
Aaron  Cresswell ,0,0,0,0,0,0,0,0,63,391,6,0,33,1,126,10,30,"11,573",39.36,781,293,60%,1,44,327,705,339,5,"1,341",878,786,74,358,289,49,"1,236",23%,9,0,0,1,9,0,0,0,0,0,7,0,23
Kurt  Zouma ,0,0,0,0,0,0,0,0,59,307,2,2,17,1,152,15,4,"10,407",42.13,638,219,68%,6,27,342,"1,141",605,1,936,"1,015",548,57,660,289,2,21,10%,1,0,14,1,0,0,0,0,0,0,4,0,6
Vladimír  Coufal ,0,0,0,0,0,0,0,0,19,182,0,1,16,2,120,0,19,"4,364",34.91,151,240,55%,0,10,144,293,156,0,604,544,466,45,166,136,23,458,21%,2,0,0,0,0,0,0,0,0,0,3,0,4
Angelo  Ogbonna ,0,0,0,0,0,0,0,0,45,281,3,1,23,0,122,8,1,"6,656",33.11,436,224,64%,2,14,268,921,499,0,817,834,516,32,504,307,4,12,50%,3,0,6,0,1,0,0,0,0,0,2,0,1
Nayef  Aguerd ,0,0,0,0,0,0,0,0,7,72,1,0,5,1,18,3,0,"1,923",49.31,169,53,60%,1,6,35,158,76,2,207,154,105,7,80,64,1,5,0%,1,0,3,0,0,0,0,0,0,0,0,0,2
 Emerson ,0,0,0,0,0,0,0,0,9,131,0,1,15,0,63,2,3,"3,359",36.91,90,178,62%,2,15,87,154,80,2,319,381,277,57,71,53,5,195,18%,4,0,0,0,2,0,0,0,0,0,3,0,3
Levi  Laing ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaelan  Casey ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos  Mavropanos ,0,0,0,0,0,0,0,0,4,31,2,2,3,1,19,1,0,867,33.35,59,30,57%,2,1,36,94,41,0,89,97,58,5,50,34,1,1,0%,1,0,1,0,0,0,0,0,0,0,0,0,0
Lucas  Paquetá ,0,0,0,0,0,0,0,0,0,0,0,0,15,0,97,8,9,"2,536",42.98,116,142,71%,0,20,37,56,40,0,338,409,426,76,97,92,15,57,25%,43,0.14,1,1,6,3,0,95,27,28%,4,6,6
Tomás  Soucek ,0,0,0,0,0,0,0,0,0,0,1,0,20,1,210,27,7,"5,266",33.12,237,303,53%,0,44,226,408,250,0,764,"1,097",971,32,661,515,11,50,24%,2,0.17,7,14,5,0,0,206,71,34%,3,18,18
Kamarai  Simon-Swyer ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
George  Earthy ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,5.67,0,0,0%,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0%,0,0.33,0,1,0,0,0,1,1,100%,0,0,0
Edson  Álvarez ,0,0,0,0,0,0,0,0,0,0,0,0,11,0,33,1,1,"1,195",38.55,60,80,49%,0,8,42,70,36,0,164,152,146,27,30,36,0,4,25%,2,0.03,0,1,0,0,0,17,3,18%,0,0,1
James  Ward-Prowse ,0,0,0,0,0,0,0,0,0,0,1,0,46,2,316,56,45,"14,478",38.1,551,485,62%,0,118,362,429,216,0,"1,817","1,099","1,425",96,320,481,68,"2,081",27%,27,0.15,2,49,5,15,17,430,185,43%,11,18,5
Mohammed  Kudus ,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,8,6,773,23.42,44,65,72%,0,24,11,8,0,0,212,279,252,124,15,29,5,94,22%,3,0.24,0,4,4,0,0,67,17,25%,2,4,16
Kalvin  Phillips ,0,0,0,0,0,0,0,0,0,0,2,0,16,1,106,1,3,"2,907",39.82,234,148,51%,0,8,80,79,35,0,444,296,314,30,59,66,6,96,35%,4,0.01,0,1,0,0,1,41,10,24%,1,2,0
Michail  Antonio ,0,0,0,0,0,0,0,0,0,0,0,0,31,2,282,67,32,"4,299",16.93,0,179,0,0,123,143,157,83,0,0,0,0,0,0,0,34,471,0,0,0.26,25,32,10,1,0,513,195,38%,21,65,108
Maxwel  Cornet ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,10,1,513,10.91,0,26,0,0,12,14,17,11,0,0,0,0,0,0,0,2,62,0,0,0.21,1,2,7,0,1,60,25,42%,1,7,38
Danny  Ings ,0,0,0,0,0,0,0,0,0,0,0,0,21,0,143,71,21,"3,179",14.13,0,176,0,0,105,53,106,68,0,0,0,0,0,0,0,21,130,0,0,0.32,9,43,18,10,0,423,171,40%,15,44,86
Jarrod  Bowen ,0,0,0,0,0,0,0,0,0,0,0,0,10,0,101,43,30,"2,958",17.82,0,164,0,0,110,114,47,29,0,0,0,0,0,0,0,45,557,0,0,0.26,7,6,28,1,0,320,118,37%,14,41,60
Divin  Mubama ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,3.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0%,0,0,0
José  Sá ,363,2,37,117,13,0,588,774,26,153,7,1,6,0,4,0,2,"2,806",25.98,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan  Bentley ,19,0,3,4,0,0,23,56,1,10,1,0,0,0,0,0,0,201,28.71,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom  King ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan  Aït-Nouri ,0,0,0,0,0,0,0,0,10,110,0,1,16,0,69,5,4,"2,893",29.52,74,197,59%,0,14,61,103,52,1,411,515,447,158,57,78,8,219,23%,3,0,2,1,2,0,0,0,0,0,0,0,15
Craig  Dawson ,0,0,0,0,0,0,0,0,64,387,1,3,52,2,274,21,5,"9,980",34.65,769,354,71%,4,47,429,"1,284",754,7,"1,171","1,448","1,020",48,877,517,10,304,21%,7,0,14,5,1,0,0,0,0,0,7,0,18
Nélson  Semedo ,0,0,0,0,0,0,0,0,25,165,1,1,28,2,159,1,4,"5,204",39.73,158,293,60%,1,23,127,276,140,0,689,699,638,185,108,137,3,247,17%,8,0,0,1,0,0,0,0,0,0,0,0,7
Maximilian  Kilman ,0,0,0,0,0,0,0,0,31,159,2,0,17,0,95,3,1,"6,747",53.13,372,158,53%,0,8,126,495,290,6,624,527,323,54,273,153,5,13,23%,2,0,1,0,2,0,0,0,0,0,3,0,2
Toti  Gomes ,0,0,0,0,0,0,0,0,8,69,0,0,14,0,56,2,3,"2,411",43.05,71,70,59%,0,3,45,145,70,5,214,214,153,37,86,58,2,23,22%,1,0,2,0,0,0,0,0,0,0,0,0,4
Hugo  Bueno ,0,0,0,0,0,0,0,0,0,45,0,1,2,0,14,0,1,833,19.37,10,54,56%,0,6,16,50,25,1,127,108,115,22,19,29,3,89,33%,0,0,0,0,0,0,0,0,0,0,0,0,2
Matt  Doherty ,0,0,0,0,0,0,0,0,26,128,0,1,10,1,113,12,14,"4,914",32.98,174,218,59%,2,28,153,238,175,1,530,761,597,71,401,281,18,189,22%,8,0,4,3,5,0,0,0,0,0,3,0,11
Santiago  Bueno ,0,0,0,0,0,0,0,0,0,18,0,0,1,0,10,0,0,476,39.67,14,13,54%,0,0,6,33,19,0,30,34,44,1,16,26,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron  Keto-Diyawa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario  Lemina ,0,0,0,0,0,0,0,0,0,0,1,0,24,2,152,7,4,"4,753",37.13,218,294,64%,0,36,164,161,86,0,666,650,511,140,129,101,7,41,22%,19,0.05,3,4,0,0,0,124,33,27%,3,4,12
Pablo  Sarabia ,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34,5,7,"1,143",26.58,44,32,59%,0,22,12,10,5,0,132,94,166,19,10,35,10,177,26%,11,0.12,1,1,3,2,0,66,23,35%,0,7,12
João  Gomes ,0,0,0,0,0,0,0,0,0,0,0,0,16,0,83,3,1,"1,549",34.42,41,157,55%,0,13,22,40,20,0,242,271,254,34,26,30,2,33,39%,7,0.07,1,2,0,0,0,30,10,33%,2,1,1
Boubacar  Traoré ,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33,0,1,588,17.29,20,47,60%,0,4,12,8,3,0,89,80,101,14,13,25,1,7,43%,0,0,0,0,0,0,0,14,1,7%,0,0,1
Tommy  Doyle ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,931,34.48,75,26,50%,0,2,12,17,9,0,94,32,32,1,0,4,1,28,21%,2,0,0,0,0,0,0,15,4,27%,0,0,0
Jean-Ricner  Bellegarde ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,281,12.77,5,17,59%,0,5,8,13,6,0,41,66,78,17,8,27,1,30,10%,1,0.09,0,2,0,0,0,15,5,33%,0,0,2
Matthew  Whittingham ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Tawanda  Chirewa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,53,6.62,1,7,43%,0,1,1,0,0,0,3,11,13,1,1,3,0,4,50%,0,0,0,0,0,0,0,3,1,33%,0,0,1
Harvey  Griffiths ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Temple  Ojinnaka ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Pedro  Neto ,0,0,0,0,0,0,0,0,0,0,0,0,16,0,63,11,19,"2,468",22.23,0,47,0,0,47,52,14,6,0,0,0,0,0,0,0,28,471,0,0,0.1,0,2,9,0,0,148,46,31%,5,11,13
Hwang  Hee-Chan ,0,0,0,0,0,0,0,0,0,0,0,0,9,0,80,20,5,"1,420",16.51,0,67,0,0,24,28,19,11,0,0,0,0,0,0,0,7,28,0,0,0.23,2,13,5,1,0,90,37,41%,2,12,19
Nathan  Fraser ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,42,6,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,67%,0,1,0
Matheus  Cunha ,0,0,0,0,0,0,0,0,0,0,0,0,10,0,51,14,7,"1,008",20.57,0,37,0,0,24,22,29,19,0,0,0,0,0,0,0,8,32,0,0,0.29,2,11,1,1,0,99,45,45%,3,7,7
Emilio  Ballard-Matthews ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Enso  González ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Ty  Barnett ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Noha  Lemina ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0
Wesley  Okoduwa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
Leon  Chiwome ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,7.33,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0%,0,0,2
Fletcher  Holman ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0
