PlayerName,Appearances,Wins,Losses,Saves,PenaltiesSaved,Punches,HighClaims,Catches,SweeperClearances,ThrowOuts,GoalKicks,CleanSheets,GoalsConceded,ErrorsLeadingToGoal,OwnGoals,YellowCards,RedCards,Fouls,Goals,Assists,Passes,PassesPerMatch,AccurateLongBalls,Tackles,TackleSuccess%,LastManTackles,BlockedShots,Interceptions,Clearances,HeadedClearance,ClearancesOffLine,Recoveries,DuelsWon,DuelsLost,Successful5050s,AerialBattlesWon,AerialBattlesLost,BigChancesCreated,Crosses,CrossAccuracy%,ThroughBalls,GoalsPerMatch,HeadedGoals,GoalsWithRightFoot,GoalsWithLeftFoot,PenaltiesScored,FreekicksScored,Shots,ShotsOnTarget,ShootingAccuracy%,HitWoodwork,BigChancesMissed,Offsides
Aaron  Ramsdale ,6,5,0,9,0,0,7,0,0,30,19,2,5,1,0,0,0,0,0,0,158,26.33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl  Hein ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David  Raya ,32,23,5,46,1,5,35,4,0,159,96,16,24,3,0,2,0,0,0,0,906,28.31,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben  White ,37,27,5,0,0,0,0,0,0,0,0,13,26,0,0,8,0,19,4,4,"1,911",51.65,51,48,58%,0,1,32,67,39,0,120,105,92,9,36,22,7,57,23%,5,0,1,1,2,0,0,0,0,0,0,0,11
Gabriel  Magalhães ,36,27,5,0,0,0,0,0,0,0,0,15,26,0,1,4,0,35,4,0,"2,144",59.56,69,48,58%,2,6,31,97,59,1,136,161,106,2,79,64,2,4,25%,2,0,4,0,0,0,0,0,0,0,0,0,1
William  Saliba ,38,28,5,0,0,0,0,0,0,0,0,18,29,0,0,4,0,22,2,1,"2,839",74.71,68,41,63%,4,4,29,78,46,0,213,139,94,10,72,49,0,3,33%,3,0,2,0,0,0,0,0,0,0,0,0,0
Jakub  Kiwior ,20,17,1,0,0,0,0,0,0,0,0,5,8,0,0,1,0,10,1,3,544,27.20,21,20,60%,0,2,8,24,13,0,35,40,29,2,16,11,1,12,25%,1,0,1,0,0,0,0,0,0,0,0,0,0
Takehiro  Tomiyasu ,22,17,3,0,0,0,0,0,0,0,0,3,10,0,0,0,1,14,2,1,608,27.64,16,20,45%,0,6,18,30,16,0,54,57,50,4,26,20,0,14,36%,2,0,0,2,0,0,0,0,0,0,0,0,1
Oleksandr  Zinchenko ,27,19,4,0,0,0,0,0,0,0,0,3,15,1,0,2,0,7,1,2,"1,411",52.26,53,50,60%,0,10,20,22,10,1,104,93,60,7,27,16,5,30,17%,11,0,0,0,1,0,0,0,0,0,0,0,1
Jurriën  Timber ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,67,33.50,1,2,100%,0,0,0,1,0,0,4,4,5,1,1,1,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
James  Sweet ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Cédric  Soares ,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19.67,4,0,0%,0,0,0,0,0,0,3,1,1,0,0,1,0,4,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Reuell  Walters ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayden  Heaven ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas  Partey ,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,621,44.36,25,14,79%,0,3,11,8,2,0,56,36,33,9,7,8,0,2,100%,3,0.00,0,0,0,0,0,8,2,25%,0,0,0
Martin  Ødegaard ,35,26,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,8,10,"1,900",54.29,45,49,35%,0,30,15,5,3,0,158,125,176,37,3,9,17,77,39%,39,0.23,0,0,8,2,0,77,23,30%,0,4,3
Emile  Smith Rowe ,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,211,16.23,1,4,25%,0,4,3,1,0,0,15,12,19,3,3,5,0,1,0%,0,0.00,0,0,0,0,0,15,7,47%,1,1,0
 Jorginho ,24,18,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,773,32.21,38,24,42%,0,2,12,7,2,0,49,48,35,2,7,7,2,3,33%,5,0.00,0,0,0,0,0,4,0,0%,0,0,0
Fábio  Vieira ,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,134,12.18,4,3,67%,0,1,2,1,0,0,16,16,18,2,1,0,2,15,20%,3,0.09,0,0,1,1,0,7,2,29%,0,0,2
Mohamed  Elneny ,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,13.33,0,0,0%,0,0,1,0,0,0,2,1,3,0,1,1,0,0,0%,0,0.00,0,0,0,0,0,2,1,50%,0,0,0
Mauro  Bandeira ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Ethan  Nwaneri ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,18.00,0,0,0%,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Kai  Havertz ,37,28,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,49,13,7,932,25.19,8,35,43%,0,18,20,22,19,0,122,197,220,16,105,105,8,12,17%,2,0.35,3,3,7,1,0,69,28,41%,1,13,15
Declan  Rice ,38,28,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,7,8,"2,227",58.61,78,83,61%,0,23,44,51,29,0,178,156,143,21,39,46,9,60,35%,2,0.18,2,5,0,0,0,58,20,34%,2,2,2
Amario  Cozier-Duberry ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Myles  Lewis-Skelly ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Bukayo  Saka ,35,25,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41,16,9,"1,310",37.43,0,66,0,0,44,15,19,6,0,0,0,0,0,0,0,15,181,0,0,0.46,1,4,11,6,0,108,37,34%,3,11,8
Gabriel  Jesus ,27,18,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,4,5,490,18.15,0,24,0,0,16,13,11,9,0,0,0,0,0,0,0,6,9,0,0,0.15,2,1,1,0,0,55,19,35%,2,7,16
Gabriel  Martinelli ,35,26,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,6,4,807,23.06,24,30,80%,0,19,5,7,2,0,95,109,169,40,17,26,7,109,26%,3,0.17,0,5,1,0,0,58,22,38%,1,5,9
Eddie  Nketiah ,27,18,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,5,2,209,7.74,0,12,0,0,8,4,4,4,0,0,0,0,0,0,0,2,5,0,0,0.19,0,5,0,0,0,38,12,32%,2,4,8
Leandro  Trossard ,34,25,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,12,1,606,17.82,0,27,0,0,19,8,5,4,0,0,0,0,0,0,0,3,57,0,0,0.35,1,7,4,0,0,60,22,37%,1,7,9
Reiss  Nelson ,15,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,127,8.47,2,9,67%,0,2,1,5,1,0,22,16,22,1,0,5,1,14,21%,0,0.00,0,0,0,0,0,4,1,25%,0,0,0
Emiliano  Martínez ,34,19,7,95,0,4,42,3,0,157,159,8,48,2,2,4,0,1,0,0,"1,272",37.41,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin  Olsen ,5,1,3,21,1,1,5,3,0,19,27,0,13,0,0,0,0,0,0,0,184,36.80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Wright ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam  Proctor ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe  Gauci ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander  Emery ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matty  Cash ,29,16,7,0,0,0,0,0,0,0,0,2,36,0,1,8,0,30,2,2,"1,028",35.45,31,54,57%,0,10,18,52,28,1,110,103,114,12,15,21,6,39,23%,0,0,0,2,0,0,0,0,0,0,0,0,0
Diego  Carlos ,27,12,9,0,0,0,0,0,0,0,0,5,36,1,0,4,0,26,0,0,"1,339",49.59,66,27,59%,2,2,13,78,35,1,78,54,66,2,22,28,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,1
Ezri  Konsa ,35,18,9,0,0,0,0,0,0,0,0,6,54,2,0,5,0,14,1,0,"1,953",55.80,46,54,59%,3,5,28,68,29,0,142,167,53,19,30,14,1,17,24%,1,0,0,1,0,0,0,0,0,0,0,0,0
Tyrone  Mings ,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5.00,1,0,0%,0,1,1,1,0,0,2,1,0,0,1,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0,0,0
Álex  Moreno ,21,10,6,0,0,0,0,0,0,0,0,2,20,0,1,2,0,11,2,0,407,19.38,13,18,67%,0,1,13,33,18,0,40,53,50,15,4,10,1,37,11%,0,0,1,0,1,0,0,0,0,0,0,0,2
Calum  Chambers ,5,1,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,1,113,22.60,4,3,0%,0,0,2,4,1,0,8,6,6,1,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas  Digne ,33,17,9,0,0,0,0,0,0,0,0,3,41,0,0,7,0,29,1,3,"1,013",30.70,21,47,40%,0,7,26,61,40,0,101,129,101,10,42,25,5,154,23%,0,0,1,0,0,0,0,0,0,0,0,0,3
Kortney  Hause ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Pau  Torres ,29,18,5,0,0,0,0,0,0,0,0,6,37,0,0,1,0,18,2,0,"1,770",61.03,85,29,62%,0,3,14,74,30,2,127,79,76,17,23,22,1,8,38%,1,0,1,0,1,0,0,0,0,0,0,0,2
Clément  Lenglet ,14,5,6,0,0,0,0,0,0,0,0,2,27,0,0,3,0,3,0,1,910,65.00,51,13,69%,0,3,7,47,27,0,37,43,25,3,15,11,1,3,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Finley  Munroe ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaine  Kesler-Hayden ,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas  Luiz ,35,17,10,0,0,0,0,0,0,0,0,0,0,1,0,12,0,51,9,5,"1,973",56.37,99,58,66%,0,20,23,17,5,0,184,148,141,24,25,19,10,115,27%,11,0.26,1,8,0,4,0,48,17,35%,1,3,0
John  McGinn ,35,19,9,0,0,0,0,0,0,0,0,0,0,0,0,9,1,39,6,4,"1,142",32.63,73,59,59%,0,11,21,18,9,0,161,191,191,54,9,19,10,74,34%,15,0.17,0,3,3,0,1,40,16,40%,0,3,2
Emiliano  Buendía ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Jacob  Ramsey ,16,11,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,1,310,19.38,0,16,50%,0,4,3,7,2,0,42,41,52,8,5,3,1,11,18%,3,0.06,0,1,0,0,0,19,5,26%,0,2,0
Boubacar  Kamara ,20,13,5,0,0,0,0,0,0,0,0,0,0,0,0,7,1,35,0,1,"1,024",51.20,41,43,67%,0,1,21,15,7,0,97,105,108,14,20,25,1,2,0%,6,0.00,0,0,0,0,0,5,1,20%,0,0,0
Travis  Patterson ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Leon  Bailey ,35,18,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,10,9,701,20.03,27,13,54%,0,16,9,4,1,0,107,110,156,57,15,24,12,75,23%,11,0.29,0,4,6,0,0,53,18,34%,2,1,11
Youri  Tielemans ,32,18,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,2,6,907,28.34,36,41,49%,0,5,15,8,4,0,97,98,86,15,13,9,5,31,6%,17,0.06,0,2,0,0,0,14,6,43%,2,1,0
Tim  Iroegbunam ,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,55,6.11,0,7,71%,0,0,2,2,1,0,15,14,19,3,2,0,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Omari  Kellyman ,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.50,0,1,0%,0,1,0,0,0,0,2,1,2,0,0,1,0,0,0%,0,0.00,0,0,0,0,0,1,0,0%,0,0,0
Nicolò  Zaniolo ,25,11,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,2,0,208,8.32,3,19,47%,0,10,1,11,8,0,36,60,112,13,7,14,0,18,0%,0,0.08,1,0,1,0,0,27,10,37%,0,3,0
Kadan  Young ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Ollie  Watkins ,37,20,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,19,13,590,15.95,0,12,0,0,21,4,19,15,0,0,0,0,0,0,0,11,13,0,0,0.51,5,10,4,0,0,107,47,44%,5,22,16
Jhon  Durán ,23,11,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,114,4.96,0,6,0,0,3,1,9,6,0,0,0,0,0,0,0,0,6,0,0,0.22,0,0,5,0,0,20,7,35%,1,1,4
Moussa  Diaby ,38,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,8,569,14.97,0,12,0,0,15,9,5,2,0,0,0,0,0,0,0,13,45,0,0,0.16,0,3,3,0,0,54,23,43%,1,7,6
Morgan  Rogers ,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,1,188,17.09,0,8,0,0,3,3,8,6,0,0,0,0,0,0,0,1,2,0,0,0.27,0,2,1,0,0,11,5,45%,0,1,0
Darren  Randolph ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Neto ,32,10,13,115,1,26,20,4,0,154,223,7,55,2,0,5,0,1,0,0,902,28.19,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron  Plain ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrei  Radu ,2,1,1,5,0,1,2,0,0,10,11,0,7,0,0,0,0,0,0,0,58,29.00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Travers ,4,2,2,13,0,2,3,0,0,13,26,2,5,0,0,0,0,1,0,0,105,26.25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callan  McKenna ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan  Fredericks ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd  Kelly ,23,7,11,0,0,0,0,0,0,0,0,4,32,0,0,2,0,17,0,1,772,33.57,55,24,79%,0,0,13,59,26,0,121,67,52,2,28,18,2,21,24%,1,0,0,0,0,0,0,0,0,0,0,0,0
Chris  Mepham ,10,4,2,0,0,0,0,0,0,0,0,0,16,0,0,2,0,15,0,1,354,35.40,25,12,92%,0,0,7,29,18,0,31,43,42,0,30,20,1,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam  Smith ,28,13,9,0,0,0,0,0,0,0,0,6,33,0,0,6,0,30,0,2,768,27.43,23,37,62%,0,1,21,49,23,1,92,81,85,4,19,23,2,39,46%,3,0,0,0,0,0,0,0,0,0,0,0,1
Marcos  Senesi ,31,9,14,0,0,0,0,0,0,0,0,4,44,0,0,13,0,41,4,5,"1,259",40.61,125,55,58%,2,0,35,105,51,0,164,114,131,11,41,41,2,25,44%,4,0,3,1,0,0,0,0,0,0,1,0,0
Illia  Zabarnyi ,37,12,16,0,0,0,0,0,0,0,0,8,67,1,0,5,0,24,1,0,"1,802",48.70,131,59,54%,1,2,33,138,61,0,153,167,115,9,77,61,0,1,0%,2,0,1,0,0,0,0,0,0,0,0,0,0
Max  Kinsey ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Hill ,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34,6.80,3,3,67%,0,0,3,8,5,0,7,7,4,0,4,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0
Milos  Kerkez ,28,8,12,0,0,0,0,0,0,0,0,2,37,1,1,4,1,25,0,1,627,22.39,22,47,55%,0,5,20,56,23,0,93,98,88,12,18,32,3,55,20%,1,0,0,0,0,0,0,0,0,0,1,0,1
Max  Aarons ,20,4,12,0,0,0,0,0,0,0,0,1,34,0,0,1,0,12,0,1,451,22.55,20,29,66%,0,1,8,21,3,0,75,74,57,14,5,11,1,13,23%,2,0,0,0,0,0,0,0,0,0,0,0,2
Lewis  Cook ,33,11,14,0,0,0,0,0,0,0,0,0,0,1,0,5,1,39,0,3,"1,343",40.70,51,61,67%,0,3,65,43,18,0,228,140,129,21,42,31,3,132,26%,2,0.00,0,0,0,0,0,12,4,33%,0,0,2
Ryan  Christie ,37,12,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,48,0,5,"1,220",32.97,88,86,51%,0,14,52,50,27,0,231,196,225,51,22,38,10,73,26%,17,0.00,0,0,0,0,0,43,13,30%,0,0,5
Marcus  Tavernier ,30,11,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,3,4,760,25.33,26,53,64%,0,16,5,19,8,0,142,132,169,44,13,31,7,116,21%,3,0.10,0,0,3,0,0,53,16,30%,1,3,3
Philip  Billing ,29,10,13,0,0,0,0,0,0,0,0,0,0,1,0,3,1,19,2,2,501,17.28,17,33,48%,0,8,20,27,16,0,76,93,96,12,36,24,7,29,24%,0,0.07,0,0,1,0,0,30,8,27%,1,1,0
Dominic  Sadi ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Romain  Faivre ,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,23,4.60,0,1,100%,0,1,0,0,0,0,1,7,10,2,0,1,0,3,0%,0,0.00,0,0,0,0,0,2,0,0%,0,0,0
Alex  Scott ,23,8,11,0,0,0,0,0,0,0,0,0,0,1,0,3,0,20,1,1,432,18.78,15,24,63%,0,5,12,17,9,0,63,76,89,13,17,22,4,36,19%,2,0.04,0,0,1,0,0,15,4,27%,0,0,1
Tyler  Adams ,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23.00,4,4,75%,0,0,4,2,2,0,7,11,4,2,2,3,0,1,0%,0,0.00,0,0,0,0,0,0,0,0%,0,0,0
Dominic  Solanke ,38,13,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,19,3,533,14.03,0,23,0,0,31,7,43,33,0,0,0,0,0,0,0,3,6,0,0,0.50,4,14,1,2,0,109,38,35%,4,14,16
Dango  Ouattara ,30,12,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,1,2,448,14.93,0,45,0,0,10,22,33,14,0,0,0,0,0,0,0,1,36,0,0,0.03,1,0,0,0,0,30,7,23%,0,2,4
Antoine  Semenyo ,33,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,43,8,2,587,17.79,0,24,0,0,20,6,20,14,0,0,0,0,0,0,0,6,45,0,0,0.24,0,4,4,0,0,70,31,44%,1,5,3
